Retailer,Vendor,Category,Name,Price,Product Link,Description,Product Details,Description Lexical Diversity,Description Length,Materials,Size Guide,Luxury Tier,Number of pictures,Image Links
La Garconne,Begg x Co,SWEATER,Cou Cou Cashmere Cardigan,595.0,https://lagarconne.com/collections/all/products/pf25bc006-begg-x-co-cou-cou-cardigan,"Begg x Co light pink slightly cropped cardigan with mother-of-pearl buttons closure at front knitted in soft and lightweight 1-ply cashmere. Features saddle shoulders, and ribbed trim at neckline, placket, cuffs, and hem.",Color: Briar Rose. 100% Cashmere. Made in Scotland.,90.91,33,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session0979_TMHILHPS20_S_1ef5f4ec-f157-49fa-8a73-20cad430a8c2_4096x4096.jpg?v=1752857840
La Garconne,Begg x Co,SWEATER,Cou Cou Cashmere Crew Sweater — Briar Rose,438.0,https://lagarconne.com/collections/all/products/pf25bc005-begg-x-co-cou-cou-crew-sweater,"Begg x Co light pink slightly cropped sweater with a crew neck knitted in soft and lightweight 1-ply cashmere. Features saddle shoulders, and ribbed trim at neckline, cuffs, and hem. Regular fit.",Color: Briar Rose. 100% Cashmere. Made in Scotland.,93.75,32,['cashmere'],True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session0806_TMHILHPS20_S_4096x4096.jpg?v=1752857161
La Garconne,Begg x Co,SWEATER,Cou Cou Cashmere Crew Sweater — Haze,438.0,https://lagarconne.com/collections/all/products/pf25bc004-begg-x-co-cou-cou-crew-sweater,"Begg x Co light grey slightly cropped sweater with a crew neck knitted in soft and lightweight 1-ply cashmere. Features saddle shoulders, and ribbed trim at neckline, cuffs, and hem. Regular fit.",Color: Haze. 100% Cashmere. Made in Scotland.,93.75,32,['cashmere'],True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1245_TMHILHPS20_S_4096x4096.jpg?v=1752858649
La Garconne,Begg x Co,TOP,Anella Cashmere Polo Shirt,753.0,https://lagarconne.com/collections/all/products/pf25bc003-begg-x-co-anella-shirt,"Begg x Co black shirt with a classic polo collar knitted in soft and lightweight cashmere. Features saddle shoulders, mother-of-pearl button half placket, and ribbed trim finish at collar, placket, cuffs, and hem. Regular fit.",Color: Black. 100% Cashmere. Made in Scotland.,91.43,35,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1307_TMHILHPS20_S_82ecd314-2136-4e0d-b0a6-597f24f30f79_4096x4096.jpg?v=1752858792
La Garconne,Begg x Co,SWEATER,Ada Cashmere Cardigan,788.0,https://lagarconne.com/collections/all/products/pf25bc002-begg-x-co-ada-cardigan,"Begg x Co black cardigan with mother-of-pearl buttons closure at front knitted in soft and lightweight cashmere. Features saddle shoulders and ribbed trim finish at neckline, cuffs, and hem. Regular fit.",Color: Black. 100% Cashmere. Made in Scotland.,90.32,31,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session0877_TMHILHPS20_S_9d72410b-a312-4e75-a0fd-eafd77a726c7_4096x4096.jpg?v=1752858972
La Garconne,Loulou de Saison,SWEATER,Zephir Cashmere Cropped Cardigan — Ivory,390.0,https://lagarconne.com/collections/all/products/fw25ll002-loulou-de-saison-zephir-cropped-cardigan-ivory,"Loulou Studio ivory cropped cardigan with round neck in mid-weight pure cashmere. Features a rib trim at neckline, placket, cuffs, and hem. Finished with a tortoise-tone buttons closure at front and signature embroidered shell at bottom left.",Color: Ivory. 100% Cashmere. Made in Italy.,86.49,37,['cashmere'],True,Affordable fashion,6,https://lagarconne.com/cdn/shop/files/Feb2021Session1111_TMHILHPS20_S_77bc352b-639c-49b1-9b67-81d4cf19089d_4096x4096.jpg?v=1752858166
La Garconne,Loulou de Saison,SWEATER,Zephir Cashmere Cropped Cardigan — Black,390.0,https://lagarconne.com/collections/all/products/fw25ll001-loulou-de-saison-zephir-cropped-cardigan-black,"Loulou Studio black cropped cardigan with round neck in mid-weight pure cashmere. Features a rib trim at neckline, placket, cuffs, and hem. Finished with a tonal buttons closure at front and signature embroidered shell at bottom left.",Color: Black. 100% Cashmere. Made in Italy.,86.49,37,['cashmere'],True,Affordable fashion,6,https://lagarconne.com/cdn/shop/files/Feb2021Session0953_TMHILHPS20_S_ef6dbcff-5f18-4538-a1ea-cf3bc026574b_4096x4096.jpg?v=1752857807
La Garconne,Church's Men,BOOTS,Pembrey Polished Leather Loafer,784.0,https://lagarconne.com/collections/all/products/fw25chm01-churchs-pembrey-loafer,"Church's black loafer with front strap and penny slot detail in bookbinder leather with a polished finish. Features a rounded split toe, gimped tongue, a double-stitched apron, folded topline, a branded leather insole, a leather sole and a stacked heel. Comes unlined.",Color: Black. Bookbinder Leather. Made in England.,78.57,42,['leather'],False,Accessible Luxury,2,https://lagarconne.com/cdn/shop/files/pembrey_4096x4096.png?v=1752165564
La Garconne,Bergfabel,SWEATER,Wool Cashmere Sweater,750.0,https://lagarconne.com/collections/all/products/pf25bf023-bergfabel-wool-cashmere-pulli,"Bergfabel ice grey sweater with a crew neckline in a mid-weight wool and cashmere blend knit. Features set-in sleeves and ribbed trim finish at neckline, cuffs, and hem.","Color: Ice. 70% Wool, 30% Cashmere. Made in Italy.",89.29,28,"['cashmere', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10760_TMHILHPS20_S_a5bf3221-6cb8-477b-af66-237a41aa716e_4096x4096.jpg?v=1756142695
La Garconne,Bergfabel,PANTS,Maria Wool Linen Pants,850.0,https://lagarconne.com/collections/all/products/pf25bf007-bergfabel-maria-pants,"Bergfabel black navy pants with slightly tapered legs in a mid-weight wool and linen twill. Features two angled pockets, a single welt pocket at back, belt loops, and a button and zip-fly fastening. Regular fit.","Color: Black Navy. 52% Wool, 48% Linen. Made in Italy.",88.57,35,"['linen', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session34233_TMHILHPS20_S_4096x4096.jpg?v=1752082239
La Garconne,Bergfabel,JACKET,Giulia Wool Jacket — Check,1345.0,https://lagarconne.com/collections/all/products/pf25bf002-bergfabel-giulia-jacket,"Bergfabel black and white checks single breasted 3-button jacket in a soft cashmere with a rumpled effect at sleeves and back bodice. Features a notch collar that can be worn up or down, flap side pockets and single chest welt pocket. Finished with horn-hued buttons at front and two button sleeves. Double vent at back. Comes fully lined in grey cotton fabric.",Color: Check. 100% Virgin Wool. Made in Italy.,83.87,62,"['cashmere', 'cotton', 'wool', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session34068_TMHILHPS20_S_4096x4096.jpg?v=1752080681
La Garconne,Bergfabel,JACKET,Giulia Wool Jacket — Black Stripe,1375.0,https://lagarconne.com/collections/all/products/pf25bf001-bergfabel-giulia-jacket,"Bergfabel black and white stripes single breasted 3-button jacket in a soft cashmere with a rumpled effect at sleeves and back bodice. Features a notch collar that can be worn up or down, flap side pockets and single chest welt pocket. Finished with horn-hued buttons at front and two button sleeves. Double vent at back. Comes fully lined in grey cotton fabric.","Color: Black Stripe. 99% Wool, 1% Polyester. Made in Italy.",83.87,62,"['cashmere', 'cotton', 'polyester', 'wool', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session34105_TMHILHPS20_S1_4096x4096.jpg?v=1752509301
La Garconne,Bergfabel,SWEATER,Ribbed Wool Cashmere Sweater,748.0,https://lagarconne.com/collections/all/products/fw25bf025-bergfabel-wool-cashmere-pulli,"Bergfabel dark brown sweater with a round neckline and raglan sleeves in a mid-weight ribbed wool and cashmere blend knit. Features contrasting ribbed trim finish at neckline, cuffs, and hem.","Color: Dark Brown. 70% Wool, 30% Cashmere. Made in Italy.",86.67,30,"['cashmere', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10849_TMHILHPS20_S_3f39d990-f97a-4cc6-affd-716dd90ea35f_4096x4096.jpg?v=1756142917
La Garconne,Bergfabel,SWEATER,Light Cashmere Sweater — Light Blue,795.0,https://lagarconne.com/collections/all/products/fw25bf024-bergfabel-light-cashmere-pulli-light-blue,"Bergfabel light blue sweater with a crew neckline and dropped shoulders in a lightweight soft cashmere knit. Features ribbed trim finish at neckline, cuffs, and hem. Relaxed fit.",Color: Light Blue. 100% Cashmere. Made in Italy.,92.86,28,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10819_TMHILHPS20_S_01165c76-156a-4092-bec1-c289fc1f761a_4096x4096.jpg?v=1756142388
La Garconne,Bergfabel,TOP,Loose Tyrol Shirt,580.0,https://lagarconne.com/collections/all/products/fw25bf019-bergfabel-loose-tyrol-shirt,"Bergfabel signature shirt with a loose fit in micro check cotton. Features a classic shirt collar, buttoned cuffs, inverted box pleat at back yoke, and curved shirttail hem. Finished with black buttons throughout.",Color: Micro Check. 100% Cotton. Made in Italy.,90.91,33,['cotton'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10752_TMHILHPS20_S_ff7ba1ba-feac-4218-9524-76683575842d_4096x4096.jpg?v=1756142067
La Garconne,Bergfabel,PANTS,Maria Wool Pants — Clay,652.0,https://lagarconne.com/collections/all/products/fw25bf007-bergfabel-maria-pants,"Bergfabel clay brown pants with slightly tapered legs in a lightweight wool twill. Features two angled pockets, a single welt pocket at back, belt loops, and a button and zip-fly fastening. Regular fit.",Color: Clay. 100% Wool. Made in Italy.,90.91,33,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10873_TMHILHPS20_S_5a9cd45a-c1ff-4bbf-a7cc-331944cd7964_4096x4096.jpg?v=1756143032
La Garconne,Bergfabel,JACKET,Tyrol Wool Jacket — Charcoal,1128.0,https://lagarconne.com/collections/all/products/fw25bf004-bergfabel-tyrol-jacket-charcoal,"Bergfabel signature single breasted 3-button jacket with a closer fit in charcoal wool. Crafted with a rumpled effect at sleeves and back bodice. Features a notch collar that can be worn up or down, flap pockets, and single chest welt pocket. Finished with horn-hued buttons at front and two button sleeves. Double vent at back. Comes fully lined in light grey cotton fabric.",Color: Charcoal. 100% Wool. Made in Italy.,84.13,63,"['cotton', 'wool', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10932_TMHILHPS20_S_4096x4096.jpg?v=1756143842
La Garconne,Bergfabel,JACKET,Uli Cashmere Jacket,1592.0,https://lagarconne.com/collections/all/products/fw25bf002-bergfabel-uli-jacket,Bergfabel black jacket with a spread collar and four horn-hued button closure in soft and plush cashmere. Features slightly dropped shoulders and angled welt pockets. Comes unlined.,Color: Black. 100% Cashmere. Made in Italy.,92.59,27,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session34221_TMHILHPS20_S_4096x4096.jpg?v=1752081860
La Garconne,Studio Nicholson,PANTS,Capel Technical Pant,380.0,https://lagarconne.com/collections/all/products/pf25sn010-studio-nicholson-capel-pant,"Studio Nicholson dark purple pull-on pant with wide legs and a black elasticated drawstring waist in a smooth modal blend fabric. Features large angled front pockets, patch pockets at back, and faux button and placket. Relaxed fit.","Color: Yam. 85% Modal FCS, 15% Polyester. Imported.",91.89,37,"['polyester', 'fabric']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5710_TMHILHPS20_S_2ecbe75c-f94b-4b2f-bb55-ad9f76a7befb_4096x4096.jpg?v=1754509483
La Garconne,Studio Nicholson,DRESS,Fiore Modal Blend Dress,403.0,https://lagarconne.com/collections/all/products/pf25sn009-studio-nicholson-fiore-dress,"Studio Nicholson brown dress with a rumpled effect at front and back bodice in a fluid and soft modal blend. Features a V-neckline, slightly dropped shoulders, buttoned cuffs and a shell-hued buttons closure at front. Relaxed fit.","Color: Yam. 85% Modal FCS, 15% Polyester. Imported.",83.78,37,['polyester'],True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session34393_TMHILHPS20_S_4096x4096.jpg?v=1752086225
La Garconne,Studio Nicholson,SWEATER,Sark Merino Wool Polo Shirt Jumper,350.0,https://lagarconne.com/collections/all/products/pf25sn007-studio-nicholson-sark-polo-shirt-jumper,Studio Nicholson navy long sleeve polo sweater with a spread collar and a black two buttons closure at neck in extrafine mid-weight merino wool knit. Features set in shoulders and rib knit finishings at elongated cuffs and hem. Relaxed fit.,Color: Navy. 100% Extrafine Merino Wool. Made in Great Britain.,87.5,40,"['merino wool', 'wool']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6460_TMHILHPS20_S_6698d103-5162-4483-95e3-283ace8f28f4_4096x4096.jpg?v=1760458684
La Garconne,Studio Nicholson,PANTS,Denjo Corduroy Pant — Lichen,350.0,https://lagarconne.com/collections/all/products/pf25sn002-studio-nicholson-denjo-denim-pant-lichen,"Studio Nicholson green pant with wide, straight legs in cotton corduroy. Features belt loops, 5 pocket construction, and button and zip-fly closure. Relaxed fit.","Color: Lichen. 98% Cotton, 2% Elastane. Imported.",95.83,24,['cotton'],True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5986_TMHILHPS20_S_4096x4096.jpg?v=1754514401
La Garconne,Studio Nicholson,PANTS,Neive Denim Pant,310.0,https://lagarconne.com/collections/all/products/pf25sn001-studio-nicholson-neive-denim-pant,"Studio Nicholson indigo wide leg pant with a high rise fit in signature Italian organic cotton denim with a worn and washed effect. Features a 5-pocket construction, contrast tobacco stitching, metal rivets at front and a button and zip-fly closure.",Color: Black. 100% Organic Cotton. Imported.,85.0,40,['cotton'],True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5689_TMHILHPS20_S_0b8c8225-42bf-411e-9ca4-12ac1b4d5efc_4096x4096.jpg?v=1754510050
La Garconne,Issey Miyake,PANTS,Simple Ensemble Pants — Khaki,644.0,https://lagarconne.com/collections/all/products/fw25im007-issey-miyake-simple-esemble-pants,"Issey Miyake khaki pants with wide, straight legs in a mid-weight stretch blend twill. Features an elasticated waist, pleats at front legs, belt loops, angled pockets, welt pockets at back and a button and zip-fly fastening.",Color: Khaki. 100% Polyester. Made in Japan.,91.67,36,['polyester'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session34460_TMHILHPS20_S_4096x4096.jpg?v=1752089372
La Garconne,Issey Miyake,TOP,Like Torso Like Shirt — Black,644.0,https://lagarconne.com/collections/all/products/fw25im006-issey-miyake-like-torso-like-shirt,Issey Miyake sleeveless shirt with a faux buttoned placket in Japanese Washi paper blend yarn. Features a faux spread collar and a double zipper closure at back with pull tab. Closer fit.,Color: Black. 100% Polyester. Made in Japan.,87.5,32,['polyester'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session34352_TMHILHPS20_S_cb779323-7f42-49f2-8dec-16f1793cbafd_4096x4096.jpg?v=1752093003
La Garconne,Church's,BOOTS,Shanghai Distressed Leather Loafer — Black,1370.0,https://lagarconne.com/collections/all/products/fw25ch007-churchs-shanghai-loafer,"Church's black iconic brogue loafer with a monk strap in calfskin leather with a distressed finish. Features a round toe, fringe detail at vamp, a silver-hued buckle, perforated details, a branded leather insole, a low stacked heel and a vintage style rubber sole. Comes lined in leather.",Color: Black. Calfskin Leather. Imported.,80.85,47,"['leather', 'calfskin', 'rubber']",True,Accessible Luxury,3,https://lagarconne.com/cdn/shop/files/Feb2021Session13348_TMHILHPS20_S1_4096x4096.jpg?v=1765323875
La Garconne,Church's,BOOTS,Natalie Suede Leather Loafer,995.0,https://lagarconne.com/collections/all/products/fw25ch004-churchs-natalie-loafer,"Church's burnt brown loafer with front strap and penny slot detail in soft suede leather. Features a stitched apron-toe, a branded leather insole and a lightweight rubber sole. Lined in leather.",Color: Burnt. Calfskin Suede. Imported.,83.87,31,"['leather', 'suede', 'calfskin', 'rubber']",True,Accessible Luxury,3,https://lagarconne.com/cdn/shop/files/Feb2021Session34601_TMHILHPS20_S_4096x4096.jpg?v=1752172330
La Garconne,Church's,BOOTS,Natalie Polished Leather Loafer,796.0,https://lagarconne.com/collections/all/products/fw25ch003-churchs-natalie-loafer,"Church's black penny loafer with front strap and pinched apron-toe in leather with a hand-polished fumé finishing. Features a rounded toe, a penny slot detail, a branded leather insole, a lightweight rubber sole and a stacked heel. Lined in black leather.",Color: Light Burgundy. Polished Fume. Made in Italy.,73.17,41,"['leather', 'rubber']",True,Accessible Luxury,3,https://lagarconne.com/cdn/shop/files/natalie_4096x4096.png?v=1753888596
La Garconne,Church's,BOOTS,Pembrey Polished Leather Loafer,1120.0,https://lagarconne.com/collections/all/products/fw25ch001-churchs-pembrey-loafer,"Church's black loafer with front strap and penny slot detail in ultra soft leather with a polished fumé finishing. Features a rounded split toe, a double-stitched apron, folded topline, a branded leather insole, a leather sole and a stacked heel. Comes unlined.",Color: Black. Calfskin Leather. Imported.,78.57,42,"['leather', 'calfskin']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/pembrey1_4096x4096.png?v=1752250596
La Garconne,Ter et Bantine,JACKET,New Year Wool Padded Jacket,1208.0,https://lagarconne.com/collections/all/products/fw25tb008-ter-et-bantine-new-year-jacket,"Ter et Bantine dark grey collarless single-breasted jacket with darts at front in a padded and lightweight virgin wool twill. Features dropped shoulders, concealed side seam zippered pockets, and black buttons closure at front. Comes lined in a black viscose twill.","Color: Dark Grey. 94% Virgin Wool, 4% Elastane. Lining: 100% Viscose. Padding: 100% Polyester. Made in Italy.",85.37,41,"['polyester', 'wool', 'viscose']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1048_TMHILHPS20_S_adaae68d-f83d-4b8e-baf3-804a3aa8be83_4096x4096.jpg?v=1752857997
La Garconne,Ter et Bantine,SWEATER,Mountain Wool Sweater,735.0,https://lagarconne.com/collections/all/products/fw25tb006-ter-et-bantine-mountain-sweater,"Ter et Bantine dark grey crewneck sweater in heavy-weight wool and cashmere blend cable knit. Features set-in shoulders, a contrasting wide rib trim at neck, and ribbed finishing at cuffs and hem. Relaxed fit.","Color: Dark Grey. 92% Wool, 8% Cashmere. Made in Italy.",91.18,34,"['cashmere', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session33821_TMHILHPS20_S_9ce94abf-c550-4fb6-975f-64493836f40a_4096x4096.jpg?v=1751566134
La Garconne,Ter et Bantine,VEST,Tricot Wool Cashmere Vest — Navy,928.0,https://lagarconne.com/collections/all/products/fw25tb005-ter-et-bantine-tricot-vest-navy,"Ter et Bantine navy vest with a contrasting black satin trim in luxurious mid-weight wool and cashmere blend knit. Features a round neckline, patch pockets at front, and a concealed press buttons closure at front. Finished with a wide ribbed trim at hem. Partially lined in a black viscose fabric.","Color: Navy. 92% Wool, 8% Cashmere. Made in Italy.",78.0,50,"['cashmere', 'satin', 'wool', 'viscose', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1165_TMHILHPS20_S_4096x4096.jpg?v=1752858341
La Garconne,Ter et Bantine,TOP,Drop Textured Top,584.0,https://lagarconne.com/collections/all/products/fw25tb001-ter-et-bantine-drop-top,Ter et Bantine navy and black top with a round neckline and cap sleeves in textured jacquard with frayed details throughout. Features a concealed press button and hole closure at back neck.,"Color: Navy / Black. 70% Polyester, 30% Cotton. Made in Italy.",87.5,32,"['jacquard', 'cotton', 'polyester']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1122_TMHILHPS20_S_fad74e96-081f-446c-aa74-1b75975141e4_4096x4096.jpg?v=1752858217
La Garconne,Casey Casey,JACKET,Big Blobby Cashmere Coat — Black,3820.0,https://lagarconne.com/collections/all/products/pf25cc009-casey-casey-big-blobby-coat-black,"Casey Casey black signature oversized coat in soft felted cashmere. Features dropped shoulders, side welt pockets, interior buttoned patch pockets, and deep vent at back. Finished with tonal corozo buttons closure at front. Fully lined in ivory cotton fabric.",Color: Black. 100% Cashmere. Made in Italy.,89.74,39,"['cashmere', 'cotton', 'fabric']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session3995_TMHILHPS20_S_cf834e7b-e43f-49ca-9251-9a5ec7c62eb1_4096x4096.jpg?v=1753889526
La Garconne,Sofie D'Hoore,PANTS,Polke Poly Satin Loose Pants,830.0,https://lagarconne.com/collections/all/products/fw25sd041-sofie-dhoore-polke-loose-pants,"Sofie D'Hoore black cargo pants with wide, straight legs and two front pleats in poly satin. Features belt loops, angled front pockets, a front coin pocket, patch pockets at back, painter's loop detail, two tool pockets, and a button and zip-fly fastening. Finished with tonal buttons. Relaxed fit.",Color: Black. 100% Polyester. Imported.,83.33,48,"['satin', 'polyester']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session2058_TMHILHPS20_S_4096x4096.jpg?v=1757357743
La Garconne,Sofie D'Hoore,JACKET,Otis Duck Down Reversible Coat,2360.0,https://lagarconne.com/collections/all/products/fw25sd032-sofie-dhoore-otis-down-coat,"Sofie D'Hoore chestnut burgundy reversible coat with a cotton chocolate brown tone on the other side in technical nylon. Features a classic collar, dropped shoulders, angled front welt pockets on both sides, vent at back, and press button closure. Filled with duck down.","Color: Chestnut / Chocolate. 100% Cotton, 100% Nylon. Filling: 100% Duck Down. Made in Italy.",93.02,43,"['nylon', 'technical nylon', 'cotton']",True,High Luxury,5,https://lagarconne.com/cdn/shop/files/Feb2021Session2149_TMHILHPS20_S_4cf06e28-b0c4-4808-9788-1e7a8fd31ebf_4096x4096.jpg?v=1757356131
La Garconne,Sofie D'Hoore,DRESS,Durer Tropical Wool Dress,1250.0,https://lagarconne.com/collections/all/products/fw25sd030-sofie-dhoore-durer-dress,"Sofie D'Hoore black dress with a round neckline and 3/4 length dolman sleeves in tropical wool. Features side seam pockets, a hook and eye closure at back neck, and two draped panels at center back.",Color: Black. 100% Wool 110S. Imported.,88.57,35,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session2093_TMHILHPS20_S_0b0be93d-8827-4fc7-990a-004f4df4fcab_4096x4096.jpg?v=1757357157
La Garconne,Sofie D'Hoore,JACKET,Curtis Trench Coat,1370.0,https://lagarconne.com/collections/all/products/fw25sd029-sofie-dhoore-curtis-trench-coat,"Sofie D'Hoore chocolate brown trench coat with a classic collar and concealed button placket in a technical nylon. Features a single exposed button at neck, raglan sleeves, vertical welt pockets, and a storm flap with inverted box pleat at back. Lined in grey poly fabric.",Color: Chocolate. 100% Nylon. Lining: 100% Polyurethane. Imported.,82.22,45,"['nylon', 'technical nylon', 'fabric', 'polyurethane']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session2204_TMHILHPS20_S_4096x4096.jpg?v=1757354756
La Garconne,Sofie D'Hoore,JACKET,Cooper Poly Satin Jacket,1390.0,https://lagarconne.com/collections/all/products/fw25sd027-sofie-dhoore-cooper-jacket,"Sofie D'Hoore black jacket with a concealed button placket with a single exposed button at neck in poly satin. Features a spread collar, wide set-in sleeves, a vertical chest welt pocket, a chest flap patch pocket, two front flap patch pockets, and two front regular patch pockets. Finished with black horn-hued buttons. Comes unlined. Relaxed fit.",Color: Black. 100% Polyester. Imported.,73.21,56,"['satin', 'polyester']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session2084_TMHILHPS20_S_904de65a-e5a7-4dcf-b1d3-9911b0a18fa1_4096x4096.jpg?v=1757357358
La Garconne,Sofie D'Hoore,JACKET,Cimabue Tropical Wool Jacket,900.0,https://lagarconne.com/collections/all/products/fw25sd025-sofie-dhoore-cimabue-jacket,"Sofie D'Hoore black shirt jacket with a classic collar and tonal button front in tropical wool. Features dropped shoulders, a chest patch pocket, and two front patch pockets. Comes unlined. Relaxed fit.",Color: Black. 100% Wool 110S. Imported.,87.5,32,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session2137_TMHILHPS20_S_f500ca0a-6f4e-4202-a2b0-704de50b6caa_4096x4096.jpg?v=1757356549
La Garconne,Sofie D'Hoore,TOP,Carracci Tropical Wool Shirt,900.0,https://lagarconne.com/collections/all/products/fw25sd024-sofie-dhoore-carracci-shirt,Sofie D'Hoore charcoal melange shirt with a stand collar and half zip in tropical wool. Features dolman sleeves and a straight hem. Relaxed fit.,Color: Charcoal Melange. 100% Wool 110S. Imported.,91.67,24,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session2224_TMHILHPS20_S_38df4355-39ab-413d-afd7-24fc66090a0d_4096x4096.jpg?v=1757353800
La Garconne,Sofie D'Hoore,JACKET,Carmina Wool Blazer,1267.0,https://lagarconne.com/collections/all/products/fw25sd023-sofie-dhoore-carmina-blazer,"Sofie D'Hoore tobacco brown blazer with a notched lapels and two button front closure in a herringbone wool. Features set-in sleeves, a chest patch pocket, two front patch pockets, split cuff details, and a vent at back.",Color: Tobacco. 100% Wool. Imported.,81.08,37,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1848_TMHILHPS20_S_4096x4096.jpg?v=1757358091
La Garconne,Sofie D'Hoore,JACKET,Capa Wool Jacket,2510.0,https://lagarconne.com/collections/all/products/fw25sd022-sofie-dhoore-capa-jacket,"Sofie D'Hoore charcoal grey open-front jacket with wide dolman sleeves in a wool and silk blend felt. Comes unlined. Boxy, relaxed fit.","Color: Charcoal. 99% Wool, 1% Silk. Made in Italy.",100.0,22,"['silk', 'wool']",True,High Luxury,5,https://lagarconne.com/cdn/shop/files/Feb2021Session32483_TMHILHPS20_S_f39899da-580a-433f-9fe7-50e97becec11_4096x4096.jpg?v=1751400924
La Garconne,Sofie D'Hoore,PULLOVER,Muscat Wool Crewneck Pullover — Black,690.0,https://lagarconne.com/collections/all/products/fw25sd017-sofie-dhoore-muscat-crewneck-pullover-black,"Sofie D'Hoore black pullover with a crew neckline in a lightweight and airy wool knit. Features dropped shoulders and ribbed trim finish at neckline, cuffs, and hem. Relaxed fit.",Color: Black. 100% Wool. Imported.,89.66,29,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session33060_TMHILHPS20_S_4096x4096.jpg?v=1751402170
La Garconne,Sofie D'Hoore,PULLOVER,Muscat Wool Crewneck Pullover — Off White,483.0,https://lagarconne.com/collections/all/products/fw25sd016-sofie-dhoore-muscat-crewneck-pullover-off-white,"Sofie D'Hoore off white pullover with a crew neckline in a lightweight and airy wool knit. Features dropped shoulders and ribbed trim finish at neckline, cuffs, and hem. Relaxed fit.",Color: Off White. 100% Wool. Imported.,90.0,30,['wool'],True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session32717_TMHILHPS20_S_4096x4096.jpg?v=1751401332
La Garconne,Sofie D'Hoore,SWEATER,Mora Wool Cardigan — Black,820.0,https://lagarconne.com/collections/all/products/fw25sd012-sofie-dhoore-mora-cardigan-black,"Sofie D'Hoore black cardigan with a V-neckline and mother-of-pearl button front in lightweight wool knit. Features dropped shoulders and ribbed trim finish at neckline, placket, cuffs, and hem. Relaxed fit.",Color: Black. 100% Wool. Made in Spain.,93.33,30,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session2181_TMHILHPS20_S_4096x4096.jpg?v=1757355172
